genotype,site_code,latitude,longitude,study,trait,measured?
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
63,Lee3,36.5247,-115.8987,davidson,phen_score,no
63,Lee3,36.5247,-115.8987,davidson,freezing_point,no
63,Lee3,36.5247,-115.8987,davidson,min_temp_reached,no
63,Lee3,36.5247,-115.8987,davidson,d_fv_fm,no
63,Lee3,36.5247,-115.8987,davidson,sla_m2_kg,no
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
63,Lee3,36.5247,-115.8987,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
63,Lee3,36.5247,-115.8987,cg_2022,first_flower,yes
63,Lee3,36.5247,-115.8987,cg_2022,inflor_mass,yes
63,Lee3,36.5247,-115.8987,cg_2022,veg_mass,yes
63,Lee3,36.5247,-115.8987,cg_2022,seed_count,yes
63,Lee3,36.5247,-115.8987,gamba,seed_m,yes
63,Lee3,36.5247,-115.8987,gamba,seed_n,yes
63,Lee3,36.5247,-115.8987,gamba,seed1m,yes
63,Lee3,36.5247,-115.8987,gamba,seedling_height_cm,yes
63,Lee3,36.5247,-115.8987,gamba,adult_height_cm,yes
63,Lee3,36.5247,-115.8987,gamba,spring_growth_cm,yes
63,Lee3,36.5247,-115.8987,gamba,inflor_number,yes
63,Lee3,36.5247,-115.8987,gamba,veg_biomass_mg,yes
63,Lee3,36.5247,-115.8987,gamba,days_to_flower,yes
63,Lee3,36.5247,-115.8987,gamba,inflor_height_cm,yes
63,Lee3,36.5247,-115.8987,gamba,rep_biomass_mg,yes
63,Lee3,36.5247,-115.8987,gamba,total_dry_biomass_mg,yes
64,Lee4,35.4564,-115.52,gamba,inflor_height_cm,yes
64,Lee4,35.4564,-115.52,gamba,inflor_number,yes
64,Lee4,35.4564,-115.52,gamba,seedling_height_cm,yes
64,Lee4,35.4564,-115.52,gamba,adult_height_cm,yes
64,Lee4,35.4564,-115.52,gamba,spring_growth_cm,yes
64,Lee4,35.4564,-115.52,gamba,tillers_n,yes
64,Lee4,35.4564,-115.52,gamba,leaves_n,yes
64,Lee4,35.4564,-115.52,walker,seed_wt_g,yes
64,Lee4,35.4564,-115.52,walker,seed_proj_area_cm2,yes
64,Lee4,35.4564,-115.52,gamba,veg_biomass_mg,yes
64,Lee4,35.4564,-115.52,gamba,rep_biomass_mg,yes
64,Lee4,35.4564,-115.52,gamba,total_dry_biomass_mg,yes
64,Lee4,35.4564,-115.52,gamba,seed_m,yes
64,Lee4,35.4564,-115.52,gamba,seed_n,yes
64,Lee4,35.4564,-115.52,gamba,seed1m,yes
64,Lee4,35.4564,-115.52,walker,shoot_dry_wt_g,yes
64,Lee4,35.4564,-115.52,walker,shoot_leaf_area_cm2,yes
64,Lee4,35.4564,-115.52,walker,root_dry_wt_g,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm,yes
64,Lee4,35.4564,-115.52,walker,root_proj_area_cm2,yes
64,Lee4,35.4564,-115.52,walker,root_surf_area_cm2,yes
64,Lee4,35.4564,-115.52,walker,root_avg_diam_mm,yes
64,Lee4,35.4564,-115.52,walker,time_to_emergence_d,yes
64,Lee4,35.4564,-115.52,walker,plant_ht_21d_cm,yes
64,Lee4,35.4564,-115.52,walker,plant_ht_35d_cm,yes
64,Lee4,35.4564,-115.52,walker,leaf_no_21d,yes
64,Lee4,35.4564,-115.52,walker,leaf_no_35d,yes
64,Lee4,35.4564,-115.52,walker,tiller_no_35d,yes
64,Lee4,35.4564,-115.52,davidson,phen_score,yes
64,Lee4,35.4564,-115.52,davidson,freezing_point,yes
64,Lee4,35.4564,-115.52,davidson,min_temp_reached,yes
64,Lee4,35.4564,-115.52,davidson,d_fv_fm,yes
64,Lee4,35.4564,-115.52,davidson,sla_m2_kg,yes
64,Lee4,35.4564,-115.52,gamba,days_to_flower,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
64,Lee4,35.4564,-115.52,cg_2022,first_flower,yes
64,Lee4,35.4564,-115.52,cg_2022,inflor_mass,yes
64,Lee4,35.4564,-115.52,cg_2022,veg_mass,yes
64,Lee4,35.4564,-115.52,cg_2022,seed_count,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
64,Lee4,35.4564,-115.52,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
64,Lee4,35.4564,-115.52,walker,root_no_forks,yes
64,Lee4,35.4564,-115.52,walker,root_no_crossings,yes
64,Lee4,35.4564,-115.52,walker,root_vol_cm3,yes
64,Lee4,35.4564,-115.52,walker,root_no_tips,yes
65,Leger 1,39.49,-119.84,cg_2022,first_flower,yes
65,Leger 1,39.49,-119.84,cg_2022,inflor_mass,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
65,Leger 1,39.49,-119.84,walker,seed_proj_area_cm2,yes
65,Leger 1,39.49,-119.84,walker,time_to_emergence_d,yes
65,Leger 1,39.49,-119.84,cg_2022,veg_mass,yes
65,Leger 1,39.49,-119.84,cg_2022,seed_count,yes
65,Leger 1,39.49,-119.84,gamba,seed_m,yes
65,Leger 1,39.49,-119.84,gamba,seed_n,yes
65,Leger 1,39.49,-119.84,gamba,seed1m,yes
65,Leger 1,39.49,-119.84,gamba,seedling_height_cm,yes
65,Leger 1,39.49,-119.84,gamba,adult_height_cm,yes
65,Leger 1,39.49,-119.84,gamba,spring_growth_cm,yes
65,Leger 1,39.49,-119.84,gamba,tillers_n,yes
65,Leger 1,39.49,-119.84,gamba,leaves_n,yes
65,Leger 1,39.49,-119.84,walker,seed_wt_g,yes
65,Leger 1,39.49,-119.84,walker,root_vol_cm3,yes
65,Leger 1,39.49,-119.84,walker,root_no_tips,yes
65,Leger 1,39.49,-119.84,walker,root_no_forks,yes
65,Leger 1,39.49,-119.84,walker,root_no_crossings,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
65,Leger 1,39.49,-119.84,davidson,phen_score,yes
65,Leger 1,39.49,-119.84,davidson,freezing_point,yes
65,Leger 1,39.49,-119.84,davidson,min_temp_reached,yes
65,Leger 1,39.49,-119.84,davidson,d_fv_fm,yes
65,Leger 1,39.49,-119.84,davidson,sla_m2_kg,yes
65,Leger 1,39.49,-119.84,gamba,days_to_flower,yes
65,Leger 1,39.49,-119.84,gamba,inflor_height_cm,yes
65,Leger 1,39.49,-119.84,gamba,inflor_number,yes
65,Leger 1,39.49,-119.84,gamba,veg_biomass_mg,yes
65,Leger 1,39.49,-119.84,gamba,rep_biomass_mg,yes
65,Leger 1,39.49,-119.84,gamba,total_dry_biomass_mg,yes
65,Leger 1,39.49,-119.84,walker,leaf_no_21d,yes
65,Leger 1,39.49,-119.84,walker,leaf_no_35d,yes
65,Leger 1,39.49,-119.84,walker,tiller_no_35d,yes
65,Leger 1,39.49,-119.84,walker,shoot_dry_wt_g,yes
65,Leger 1,39.49,-119.84,walker,shoot_leaf_area_cm2,yes
65,Leger 1,39.49,-119.84,walker,root_dry_wt_g,yes
65,Leger 1,39.49,-119.84,walker,root_length_cm,yes
65,Leger 1,39.49,-119.84,walker,root_proj_area_cm2,yes
65,Leger 1,39.49,-119.84,walker,root_surf_area_cm2,yes
65,Leger 1,39.49,-119.84,walker,root_avg_diam_mm,yes
65,Leger 1,39.49,-119.84,walker,plant_ht_21d_cm,yes
65,Leger 1,39.49,-119.84,walker,plant_ht_35d_cm,yes
66,Maron1,46.68,-114.03,gamba,total_dry_biomass_mg,yes
66,Maron1,46.68,-114.03,davidson,phen_score,yes
66,Maron1,46.68,-114.03,davidson,freezing_point,yes
66,Maron1,46.68,-114.03,davidson,min_temp_reached,yes
66,Maron1,46.68,-114.03,davidson,d_fv_fm,yes
66,Maron1,46.68,-114.03,davidson,sla_m2_kg,yes
66,Maron1,46.68,-114.03,gamba,days_to_flower,yes
66,Maron1,46.68,-114.03,gamba,inflor_height_cm,yes
66,Maron1,46.68,-114.03,gamba,inflor_number,yes
66,Maron1,46.68,-114.03,gamba,veg_biomass_mg,yes
66,Maron1,46.68,-114.03,gamba,rep_biomass_mg,yes
66,Maron1,46.68,-114.03,walker,plant_ht_35d_cm,no
66,Maron1,46.68,-114.03,walker,leaf_no_21d,no
66,Maron1,46.68,-114.03,walker,leaf_no_35d,no
66,Maron1,46.68,-114.03,walker,tiller_no_35d,no
66,Maron1,46.68,-114.03,walker,shoot_dry_wt_g,no
66,Maron1,46.68,-114.03,walker,shoot_leaf_area_cm2,no
66,Maron1,46.68,-114.03,walker,root_dry_wt_g,no
66,Maron1,46.68,-114.03,walker,root_length_cm,no
66,Maron1,46.68,-114.03,walker,root_proj_area_cm2,no
66,Maron1,46.68,-114.03,walker,root_surf_area_cm2,no
66,Maron1,46.68,-114.03,walker,root_avg_diam_mm,no
66,Maron1,46.68,-114.03,walker,root_vol_cm3,no
66,Maron1,46.68,-114.03,walker,root_no_tips,no
66,Maron1,46.68,-114.03,walker,root_no_forks,no
66,Maron1,46.68,-114.03,walker,root_no_crossings,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
66,Maron1,46.68,-114.03,walker,root_length_cm_by_diam_class_mm_l_4_5,no
66,Maron1,46.68,-114.03,cg_2022,first_flower,yes
66,Maron1,46.68,-114.03,cg_2022,inflor_mass,yes
66,Maron1,46.68,-114.03,cg_2022,veg_mass,yes
66,Maron1,46.68,-114.03,gamba,seed_m,yes
66,Maron1,46.68,-114.03,gamba,seed_n,yes
66,Maron1,46.68,-114.03,gamba,seed1m,yes
66,Maron1,46.68,-114.03,gamba,seedling_height_cm,yes
66,Maron1,46.68,-114.03,gamba,adult_height_cm,yes
66,Maron1,46.68,-114.03,gamba,spring_growth_cm,yes
66,Maron1,46.68,-114.03,gamba,tillers_n,yes
66,Maron1,46.68,-114.03,gamba,leaves_n,yes
66,Maron1,46.68,-114.03,walker,seed_wt_g,no
66,Maron1,46.68,-114.03,walker,seed_proj_area_cm2,no
66,Maron1,46.68,-114.03,walker,time_to_emergence_d,no
66,Maron1,46.68,-114.03,walker,plant_ht_21d_cm,no
66,Maron1,46.68,-114.03,cg_2022,seed_count,yes
67,Maron2,46.64,-113.23,gamba,total_dry_biomass_mg,yes
67,Maron2,46.64,-113.23,gamba,seed_m,yes
67,Maron2,46.64,-113.23,gamba,seed_n,yes
67,Maron2,46.64,-113.23,cg_2022,seed_count,yes
67,Maron2,46.64,-113.23,gamba,seedling_height_cm,yes
67,Maron2,46.64,-113.23,gamba,adult_height_cm,yes
67,Maron2,46.64,-113.23,gamba,spring_growth_cm,yes
67,Maron2,46.64,-113.23,gamba,tillers_n,yes
67,Maron2,46.64,-113.23,gamba,leaves_n,yes
67,Maron2,46.64,-113.23,walker,seed_wt_g,no
67,Maron2,46.64,-113.23,walker,seed_proj_area_cm2,no
67,Maron2,46.64,-113.23,walker,time_to_emergence_d,no
67,Maron2,46.64,-113.23,walker,plant_ht_21d_cm,no
67,Maron2,46.64,-113.23,walker,plant_ht_35d_cm,no
67,Maron2,46.64,-113.23,walker,leaf_no_21d,no
67,Maron2,46.64,-113.23,walker,leaf_no_35d,no
67,Maron2,46.64,-113.23,gamba,seed1m,yes
67,Maron2,46.64,-113.23,walker,shoot_dry_wt_g,no
67,Maron2,46.64,-113.23,walker,shoot_leaf_area_cm2,no
67,Maron2,46.64,-113.23,walker,root_dry_wt_g,no
67,Maron2,46.64,-113.23,walker,root_length_cm,no
67,Maron2,46.64,-113.23,walker,root_proj_area_cm2,no
67,Maron2,46.64,-113.23,walker,root_surf_area_cm2,no
67,Maron2,46.64,-113.23,walker,root_avg_diam_mm,no
67,Maron2,46.64,-113.23,walker,root_vol_cm3,no
67,Maron2,46.64,-113.23,walker,root_no_tips,no
67,Maron2,46.64,-113.23,walker,root_no_forks,no
67,Maron2,46.64,-113.23,walker,root_no_crossings,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
67,Maron2,46.64,-113.23,walker,tiller_no_35d,no
67,Maron2,46.64,-113.23,davidson,phen_score,no
67,Maron2,46.64,-113.23,davidson,freezing_point,no
67,Maron2,46.64,-113.23,davidson,min_temp_reached,no
67,Maron2,46.64,-113.23,davidson,d_fv_fm,no
67,Maron2,46.64,-113.23,davidson,sla_m2_kg,no
67,Maron2,46.64,-113.23,gamba,days_to_flower,yes
67,Maron2,46.64,-113.23,gamba,inflor_height_cm,yes
67,Maron2,46.64,-113.23,gamba,inflor_number,yes
67,Maron2,46.64,-113.23,gamba,veg_biomass_mg,yes
67,Maron2,46.64,-113.23,gamba,rep_biomass_mg,yes
67,Maron2,46.64,-113.23,cg_2022,veg_mass,yes
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
67,Maron2,46.64,-113.23,cg_2022,inflor_mass,yes
67,Maron2,46.64,-113.23,walker,root_length_cm_by_diam_class_mm_l_4_5,no
67,Maron2,46.64,-113.23,cg_2022,first_flower,yes
68,Porensky1,43.24,-105.18,davidson,min_temp_reached,no
68,Porensky1,43.24,-105.18,davidson,freezing_point,no
68,Porensky1,43.24,-105.18,gamba,seedling_height_cm,yes
68,Porensky1,43.24,-105.18,gamba,adult_height_cm,yes
68,Porensky1,43.24,-105.18,davidson,d_fv_fm,no
68,Porensky1,43.24,-105.18,davidson,sla_m2_kg,no
68,Porensky1,43.24,-105.18,gamba,days_to_flower,yes
68,Porensky1,43.24,-105.18,gamba,inflor_height_cm,yes
68,Porensky1,43.24,-105.18,gamba,inflor_number,yes
68,Porensky1,43.24,-105.18,gamba,veg_biomass_mg,yes
68,Porensky1,43.24,-105.18,gamba,rep_biomass_mg,yes
68,Porensky1,43.24,-105.18,gamba,total_dry_biomass_mg,yes
68,Porensky1,43.24,-105.18,gamba,seed_m,yes
68,Porensky1,43.24,-105.18,gamba,seed_n,yes
68,Porensky1,43.24,-105.18,gamba,seed1m,yes
68,Porensky1,43.24,-105.18,walker,shoot_dry_wt_g,yes
68,Porensky1,43.24,-105.18,walker,shoot_leaf_area_cm2,yes
68,Porensky1,43.24,-105.18,gamba,spring_growth_cm,yes
68,Porensky1,43.24,-105.18,gamba,tillers_n,yes
68,Porensky1,43.24,-105.18,gamba,leaves_n,yes
68,Porensky1,43.24,-105.18,walker,seed_wt_g,yes
68,Porensky1,43.24,-105.18,walker,seed_proj_area_cm2,yes
68,Porensky1,43.24,-105.18,walker,time_to_emergence_d,yes
68,Porensky1,43.24,-105.18,walker,plant_ht_21d_cm,yes
68,Porensky1,43.24,-105.18,walker,plant_ht_35d_cm,yes
68,Porensky1,43.24,-105.18,walker,leaf_no_21d,yes
68,Porensky1,43.24,-105.18,walker,leaf_no_35d,yes
68,Porensky1,43.24,-105.18,walker,tiller_no_35d,yes
68,Porensky1,43.24,-105.18,davidson,phen_score,no
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
68,Porensky1,43.24,-105.18,cg_2022,first_flower,yes
68,Porensky1,43.24,-105.18,cg_2022,inflor_mass,yes
68,Porensky1,43.24,-105.18,cg_2022,veg_mass,yes
68,Porensky1,43.24,-105.18,cg_2022,seed_count,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
68,Porensky1,43.24,-105.18,walker,root_surf_area_cm2,yes
68,Porensky1,43.24,-105.18,walker,root_dry_wt_g,yes
68,Porensky1,43.24,-105.18,walker,root_length_cm,yes
68,Porensky1,43.24,-105.18,walker,root_proj_area_cm2,yes
68,Porensky1,43.24,-105.18,walker,root_no_forks,yes
68,Porensky1,43.24,-105.18,walker,root_avg_diam_mm,yes
68,Porensky1,43.24,-105.18,walker,root_vol_cm3,yes
68,Porensky1,43.24,-105.18,walker,root_no_tips,yes
68,Porensky1,43.24,-105.18,walker,root_no_crossings,yes
69,Porensky17,43.34,-105.13,davidson,d_fv_fm,no
69,Porensky17,43.34,-105.13,davidson,phen_score,no
69,Porensky17,43.34,-105.13,davidson,freezing_point,no
69,Porensky17,43.34,-105.13,davidson,min_temp_reached,no
69,Porensky17,43.34,-105.13,gamba,spring_growth_cm,yes
69,Porensky17,43.34,-105.13,davidson,sla_m2_kg,no
69,Porensky17,43.34,-105.13,gamba,days_to_flower,yes
69,Porensky17,43.34,-105.13,gamba,inflor_height_cm,yes
69,Porensky17,43.34,-105.13,gamba,inflor_number,yes
69,Porensky17,43.34,-105.13,gamba,veg_biomass_mg,yes
69,Porensky17,43.34,-105.13,gamba,rep_biomass_mg,yes
69,Porensky17,43.34,-105.13,gamba,total_dry_biomass_mg,yes
69,Porensky17,43.34,-105.13,gamba,seed_m,yes
69,Porensky17,43.34,-105.13,gamba,seed_n,yes
69,Porensky17,43.34,-105.13,gamba,seed1m,yes
69,Porensky17,43.34,-105.13,gamba,seedling_height_cm,yes
69,Porensky17,43.34,-105.13,gamba,adult_height_cm,yes
69,Porensky17,43.34,-105.13,walker,shoot_leaf_area_cm2,no
69,Porensky17,43.34,-105.13,walker,root_dry_wt_g,no
69,Porensky17,43.34,-105.13,walker,root_length_cm,no
69,Porensky17,43.34,-105.13,walker,root_proj_area_cm2,no
69,Porensky17,43.34,-105.13,walker,root_surf_area_cm2,no
69,Porensky17,43.34,-105.13,walker,root_avg_diam_mm,no
69,Porensky17,43.34,-105.13,walker,root_vol_cm3,no
69,Porensky17,43.34,-105.13,walker,root_no_tips,no
69,Porensky17,43.34,-105.13,walker,root_no_forks,no
69,Porensky17,43.34,-105.13,walker,root_no_crossings,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
69,Porensky17,43.34,-105.13,walker,root_length_cm_by_diam_class_mm_l_4_5,no
69,Porensky17,43.34,-105.13,cg_2022,first_flower,yes
69,Porensky17,43.34,-105.13,cg_2022,inflor_mass,yes
69,Porensky17,43.34,-105.13,cg_2022,veg_mass,yes
69,Porensky17,43.34,-105.13,cg_2022,seed_count,yes
69,Porensky17,43.34,-105.13,walker,leaf_no_35d,no
69,Porensky17,43.34,-105.13,walker,tiller_no_35d,no
69,Porensky17,43.34,-105.13,walker,shoot_dry_wt_g,no
69,Porensky17,43.34,-105.13,walker,seed_wt_g,no
69,Porensky17,43.34,-105.13,walker,seed_proj_area_cm2,no
69,Porensky17,43.34,-105.13,gamba,tillers_n,yes
69,Porensky17,43.34,-105.13,gamba,leaves_n,yes
69,Porensky17,43.34,-105.13,walker,plant_ht_35d_cm,no
69,Porensky17,43.34,-105.13,walker,leaf_no_21d,no
69,Porensky17,43.34,-105.13,walker,time_to_emergence_d,no
69,Porensky17,43.34,-105.13,walker,plant_ht_21d_cm,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,no
70,Porensky12,43.55,-105.1,gamba,tillers_n,yes
70,Porensky12,43.55,-105.1,gamba,leaves_n,yes
70,Porensky12,43.55,-105.1,walker,seed_wt_g,no
70,Porensky12,43.55,-105.1,walker,seed_proj_area_cm2,no
70,Porensky12,43.55,-105.1,walker,time_to_emergence_d,no
70,Porensky12,43.55,-105.1,walker,plant_ht_21d_cm,no
70,Porensky12,43.55,-105.1,walker,plant_ht_35d_cm,no
70,Porensky12,43.55,-105.1,walker,leaf_no_21d,no
70,Porensky12,43.55,-105.1,walker,leaf_no_35d,no
70,Porensky12,43.55,-105.1,walker,tiller_no_35d,no
70,Porensky12,43.55,-105.1,walker,shoot_dry_wt_g,no
70,Porensky12,43.55,-105.1,walker,shoot_leaf_area_cm2,no
70,Porensky12,43.55,-105.1,walker,root_dry_wt_g,no
70,Porensky12,43.55,-105.1,walker,root_length_cm,no
70,Porensky12,43.55,-105.1,walker,root_proj_area_cm2,no
70,Porensky12,43.55,-105.1,walker,root_surf_area_cm2,no
70,Porensky12,43.55,-105.1,walker,root_avg_diam_mm,no
70,Porensky12,43.55,-105.1,walker,root_vol_cm3,no
70,Porensky12,43.55,-105.1,walker,root_no_tips,no
70,Porensky12,43.55,-105.1,walker,root_no_forks,no
70,Porensky12,43.55,-105.1,walker,root_no_crossings,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_0_l_0_5,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,no
70,Porensky12,43.55,-105.1,davidson,phen_score,no
70,Porensky12,43.55,-105.1,davidson,freezing_point,no
70,Porensky12,43.55,-105.1,davidson,min_temp_reached,no
70,Porensky12,43.55,-105.1,davidson,d_fv_fm,no
70,Porensky12,43.55,-105.1,davidson,sla_m2_kg,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,no
70,Porensky12,43.55,-105.1,walker,root_length_cm_by_diam_class_mm_l_4_5,no
70,Porensky12,43.55,-105.1,cg_2022,first_flower,yes
70,Porensky12,43.55,-105.1,cg_2022,inflor_mass,yes
70,Porensky12,43.55,-105.1,cg_2022,veg_mass,yes
70,Porensky12,43.55,-105.1,cg_2022,seed_count,yes
70,Porensky12,43.55,-105.1,gamba,seed_m,yes
70,Porensky12,43.55,-105.1,gamba,seed_n,yes
70,Porensky12,43.55,-105.1,gamba,seed1m,yes
70,Porensky12,43.55,-105.1,gamba,seedling_height_cm,yes
70,Porensky12,43.55,-105.1,gamba,adult_height_cm,yes
70,Porensky12,43.55,-105.1,gamba,spring_growth_cm,yes
70,Porensky12,43.55,-105.1,gamba,inflor_number,yes
70,Porensky12,43.55,-105.1,gamba,veg_biomass_mg,yes
70,Porensky12,43.55,-105.1,gamba,days_to_flower,yes
70,Porensky12,43.55,-105.1,gamba,inflor_height_cm,yes
70,Porensky12,43.55,-105.1,gamba,rep_biomass_mg,yes
70,Porensky12,43.55,-105.1,gamba,total_dry_biomass_mg,yes
71,Porensky30,40.63,-105.27,gamba,inflor_height_cm,yes
71,Porensky30,40.63,-105.27,gamba,inflor_number,yes
71,Porensky30,40.63,-105.27,gamba,seedling_height_cm,yes
71,Porensky30,40.63,-105.27,gamba,adult_height_cm,yes
71,Porensky30,40.63,-105.27,gamba,spring_growth_cm,yes
71,Porensky30,40.63,-105.27,gamba,tillers_n,yes
71,Porensky30,40.63,-105.27,gamba,leaves_n,yes
71,Porensky30,40.63,-105.27,walker,seed_wt_g,yes
71,Porensky30,40.63,-105.27,walker,seed_proj_area_cm2,yes
71,Porensky30,40.63,-105.27,gamba,veg_biomass_mg,yes
71,Porensky30,40.63,-105.27,gamba,rep_biomass_mg,yes
71,Porensky30,40.63,-105.27,gamba,total_dry_biomass_mg,yes
71,Porensky30,40.63,-105.27,gamba,seed_m,yes
71,Porensky30,40.63,-105.27,gamba,seed_n,yes
