Site,Date,Last Harvest Date,# of Harvests,Recorder,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,4,1,43,Re,Downs02,,,Y,FB,,70,1,0.02,,,0.0004,0.0001,1,0.0003,N,"0/1 unripe, infloresence herbivorized",
BoiseLow,6/2/2022,,,LB,,7.3,high,white,4,2,90,Re,Symstad2,,,Y,FP,,142,2,0.08,,,0.11,0.01,50,0.07,N,"11/50 unripe, 9/50 herbivorized",
BoiseLow,,,,,,7.3,high,white,4,3,88,Re,Schupp05,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,LB,,7.3,high,white,4,4,8,Re,Blumenthal01,,,Y,FG,,,1,0.09,,,0.08,0.01,50,0.04,N,26/50 unripe,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,4,5,57,Re,JackieOtt6,,,Y,FP,,158,1,0.09,,,0.14,0.02,50,0.08,N,5/50 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,4,6,82,Re,Pyle019,,,Y,FB,,134,1,0.03,,,0.06,0.01,24,0.05,N,0/24 unripe,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,4,7,37,Re,Chambers09,,,Y,FP,,165,1,0.09,,,0.14,0.02,50,0.1,N,0/50 UNRIPE,
BoiseLow,5/18/2022,,,RM,,7.3,high,white,4,8,25,Re,Symstad6,,,Y,FG,,,1,0.03,,,0.02,0.01,14,0.02,N,0/14 UNRIPE,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,4,9,19,Re,Barnett01,,,Y,FB,,130,1,0.04,,,0.05,0.01,20,0.04,N,0/20 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.3,high,white,4,10,20,Re,Baughman3,,,Y,FP,,160,2,0.19,,,0.24,0.02,50,0.11,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,5,1,16,Re,Adler16,,,Y,FB,,140,3,0.1,,,0.14,0.02,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,5,2,77,Re,Pyle010,,,Y,BS,,63,1,0.03,,,0.0005,0.0001,1,0.0004,N,"0/1 unripe, 1/1 herbivorized, infloresence herbivorized",
BoiseLow,,,,,,7.3,high,white,5,3,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,5,4,62,Re,Lee2,,,Y,FP,,105,1,0.05,,,0.05,0.009,25,0.04,N,"0/25 unripe, 1/25 herbivorized",
BoiseLow,5/27/2022,,,RM,,7.3,high,white,5,5,39,Re,Copeland05,,,Y,FP,,140,1,0.07,,,0.12,0.05,23,0.08,N,0/23 UNRIPE,
BoiseLow,,,,,,7.3,high,white,5,6,101,Re,Shriver01,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,5,7,58,Re,JackieOtt7,,,Y,FP,,112,1,0.04,,,0.08,0.03,16,0.05,N,0/16 unripe,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,5,8,5,Re,AAFC08,,,Y,FG_FP,,125,2,0.08,,,0.13,0.01,50,0.08,N,"4/50 unripe, 2/50 herbivorized",
BoiseLow,5/27/2022,,,RM,,7.3,high,white,5,9,60,Re,Lavin02,,,Y,FP,,115,1,0.05,,,0.05,0.01,24,0.04,N,0/24 UNRIPE,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,5,10,72,Re,Pyke3,,,Y,FP,,106,1,0.02,,,0.02,0.004,7,0.01,N,0/7 UNRIPE,
BoiseLow,,,,,,7.3,high,white,6,1,59,Re,Lavin01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,6,2,79,Re,Pyle015,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,6,3,34,Re,Chambers06,,,Y,FB,,95,1,0.02,,,0.002,0.002,1,0.0004,Y,1/1 UNRIPE,
BoiseLow,,,,,,7.3,high,white,6,4,24,Re,Blumenthal08,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,6,5,76,Re,Pyle009,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,6,6,84,Lo,Reed03,,,Y,FP,,149,1,0.07,,,0.1,0.03,40,0.07,N,0/40 UNRIPE,
BoiseLow,5/18/2022,,,LB,,7.3,high,white,6,7,98,Lo,Chynoweth05,,,Y,FG,,,1,0.04,,,0.03,0.006,20,0.02,N,5/20 unripe,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,6,8,105,Lo,Blumenthal10,,,Y,FB,,194,4,0.33,,,0.71,0.03,50,0.1,N,0/50 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,6,9,69,Re,Porensky17,,,Y,FG,,78,1,0.02,,,0.01,0.0009,14,0.01,N,"3/14 unripe, 1/14 herbivorized",
BoiseLow,,,,,,7.3,high,white,6,10,2,Re,AAFC05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,7,1,35,Re,Chambers07,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,7,2,63,Re,Lee3,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,7,3,32,Re,Chambers04,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,7,4,66,Re,Maron1,,,Y,FB,,102,1,0.03,,,0.02,0.005,12,0.02,N,1/12 unripe,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,7,5,65,Re,Leger 1,,,Y,FB,,182,1,0.1,,,0.13,0.02,50,0.11,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.3,high,white,7,6,14,Re,Adler13,,,Y,FP,,175,3,0.14,,,0.13,0.04,41,0.09,N,"0/41 UNRIPE, 2/41 HERBIVORIZED",
BoiseLow,6/2/2022,,,RM,,7.3,high,white,7,7,89,Re,Symstad1,,,Y,FB,,114,1,0.03,,,0.04,0.01,20,0.03,N,0/20 UNRIPE,
BoiseLow,,,,,,7.3,high,white,7,8,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,7.3,high,white,7,9,93,Lo,Urza2,,,Y,FP,,,1,0.06,,,0.06,0.03,26,0.03,N,2/26 UNRIPE,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,7,10,67,Lo,Maron2,,,Y,FB,,100,1,0.02,,,0.02,0.003,14,0.02,N,0/14 UNRIPE,
BoiseLow,,,,,,7.3,high,white,8,1,33,Re,Chambers05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,8,2,77,Re,Pyle010,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,8,3,29,Re,Chambers01,,,Y,FP,,145,1,0.06,,,0.06,0.01,23,0.05,N,0/23 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,8,4,6,Re,AAFC09,,,Y,FG,,90,2,0.06,,,0.01,0.002,17,0.01,N,"9/17 unripe, 1/17 herbivorized, infloresence herbivorized",
BoiseLow,6/2/2022,,,RM,,7.3,high,white,8,5,47,Re,Fleishman_07,,,Y,FP,,121,1,0.03,,,0.07,0.01,28,0.06,N,0/28 UNRIPE,
BoiseLow,6/2/2022,,,RM,,7.3,high,white,8,6,70,Re,Porensky12,,,Y,FB,,150,1,0.06,,,0.09,0.02,32,0.07,N,0/32 UNRIPE,
BoiseLow,,,,,,7.3,high,white,8,7,7,Re,AAFC10,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.3,high,white,8,8,42,Re,Downs01,,,Y,FP,,185,1,0.14,,,0.23,0.04,50,0.12,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,8,9,45,Re,Fleishman_01,,,Y,FP,,128,1,0.05,,,0.1,0.02,43,0.08,N,3/43 unripe,
BoiseLow,,,,,,7.3,high,white,8,10,86,Re,Schupp03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,9,1,73,Re,Pyke8,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,LB,,7.3,high,white,9,2,44,Re,Downs03,,,Y,FG,,,1,0.09,,,0.07,0.01,50,0.04,N,22/50 unripe,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,3,18,Re,Adler18,,,Y,FP,,65,1,0.07,,,0.13,0.02,50,0.1,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,TK,,7.3,high,white,9,4,55,Re,JackieOtt2,,,Y,FP,,111,1,0.04,,,0.04,0.01,21,0.04,N,0/21 UNRIPE,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,5,83,Re,Reed01,,,Y,BS,,35,1,0.01,,,0.002,0.002,0,0,N,NO SEEDS,
BoiseLow,5/27/2022,,,TK,,7.3,high,white,9,6,92,Re,Symstad4,,,Y,FP,,218,3,0.18,,,0.32,0.03,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,7,82,Re,Pyle019,,,Y,FP,,185,1,0.09,,,0.17,0.02,50,0.12,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,8,46,Re,Fleishman_05,,,Y,FP,,135,3,0.12,,,0.2,0.03,50,0.11,N,1/50 unripe,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,9,95,Lo,Wilcox02,,,Y,FG,,125,1,0.03,,,0.04,0.01,16,0.03,N,0/16 UNRIPE,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,9,10,30,Re,Chambers02,,,Y,FB,,180,1,0.1,,,0.14,0.02,50,0.11,N,0/50 UNRIPE,
BoiseLow,6/2/2022,,,TK,,7.3,high,white,10,1,1,Re,AAFC04,,,Y,FB,,178,1,0.15,,,0.1,0.037,50,0.049,N,"15/50 UNRIPE, 11/50 HERBIVORIZED",
BoiseLow,,,,,,7.3,high,white,10,2,61,Re,Lee1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.3,high,white,10,3,54,Re,JackieOtt1,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,10,4,74,Re,Pyke21,,,Y,FB,,134,2,0.12,,,0.11,0.02,50,0.07,N,"8/50 unripe, 3/50 herbivorized",
BoiseLow,,,,,,7.3,high,white,10,5,17,Re,Adler17,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.3,high,white,10,6,49,Re,Getts3,,,Y,FG,,40,1,0.01,,,0.009,0.002,8,0.007,N,3/8 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,10,7,103,Re,Davies03,,,Y,FB,,106,1,0.06,,,0.02,0.004,17,0.01,N,"5/17 unripe, 3/17 herbivorized",
BoiseLow,,,,,,7.3,high,white,10,8,9,Re,Adler05,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,LB,,7.3,high,white,10,9,28,Re,Bradford01,,,Y,FG,,,1,0.04,,,0.04,0.01,31,0.03,N,2/31 unripe,
BoiseLow,6/2/2022,,,LB,,7.3,high,white,10,10,48,Re,Getts1,,,Y,FG,,81,1,0.02,,,0.01,0.002,14,0.008,N,"6/14 unripe, 4/14 herbivorized",
BoiseLow,,,,,,7.4,low,white,1,1,81,Re,Pyle017,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,1,2,30,Re,Chambers02,,,Y,FG,,65,1,0.01,,,0.002,0.0004,2,0.001,N,"0/2 unripe, infloresence herbivorized",
BoiseLow,6/3/2022,,,LB,,7.4,low,white,1,3,63,Re,Lee3,,,Y,FG_FP,,170,5,0.24,,,0.22,0.02,50,0.07,N,6/50 unripe,
BoiseLow,5/27/2022,,,LB,,7.4,low,white,1,4,47,Re,Fleishman_07,,,Y,FP,,145,2,0.11,,,0.22,0.03,50,0.08,N,0/50 unripe,
BoiseLow,,,,,,7.4,low,white,1,5,6,Re,AAFC09,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,2,1,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,2,2,34,Re,Chambers06,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,2,3,36,Re,Chambers08,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.4,low,white,2,4,27,Re,Board1,,,Y,FG_FP,,225,4,0.31,,,0.68,0.03,50,0.09,N,1/50 unripe,
BoiseLow,,,,,,7.4,low,white,2,5,75,Re,Pyle001,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,3,1,64,Re,Lee4,,,Y,FG_FP,,230,5,0.67,,,0.67,0.02,50,0.07,N,11/50 unripe,
BoiseLow,6/3/2022,,,WM,,7.4,low,white,3,2,91,Re,Symstad3,,,Y,FG,,190,4,0.4,,,0.46,0.02,50,0.08,N,9/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,3,3,1,Re,AAFC04,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2027,,,WM,,7.4,low,white,3,4,90,Re,Symstad2,,,Y,FG,,190,4,0.27,,,0.31,0.03,50,0.06,,27/50 UNRIPE,
BoiseLow,5/18/2022,,,WM,,7.4,low,white,3,5,19,Re,Barnett01,,,Y,FP,,,4,0.28,,,0.64,0.04,50,0.1,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,WM,,7.4,low,white,4,1,40,Re,Copeland09,,,Y,FP,,170,4,0.33,,,0.54,0.03,50,0.1,N,0/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,4,2,93,Re,Urza2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,4,3,9,Re,Adler05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,4,4,67,Lo,Maron2,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2027,,,WM,,7.4,low,white,4,5,46,Re,Fleishman_05,,,Y,FG,,170,3,0.19,,,0.23,0.02,50,0.07,N,23/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,5,1,89,Re,Symstad1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,5,2,55,Re,JackieOtt2,,,Y,FP,,175,3,0.2,,,0.17,0.02,50,0.07,N,"5/50 unripe, 2/50 herbivorized",
BoiseLow,5/27/2022,,,RM,,7.4,low,white,5,3,57,Re,JackieOtt6,,,Y,FG,,130,2,0.19,,,0.15,0.02,50,0.06,N,"28/50 UNRIPE, DOUBLE CHECK PREVIOUS DATA FOR PLANT MATCH, NOT POSITIVE RIGHT PLANT, SEEMED UNATTACHED TO GROUND",
BoiseLow,,,,,,7.4,low,white,5,4,11,Re,Adler09,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,5,5,5,Re,AAFC08,,,Y,FG,,170,5,0.4,,,0.32,0.01,50,0.04,N,10/50 unripe,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,6,1,29,Re,Chambers01,,,Y,FG,,180,2,0.25,,,0.2,0.02,50,0.06,N,"10/50 UNRIPE, 4/50 HERBIVORIZED",
BoiseLow,,,,,,7.4,low,white,6,2,45,Re,Fleishman_01,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,6,3,65,Re,Leger 1,,,Y,FP,,210,8,0.87,,,1.14,0.03,50,0.13,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,6,4,38,Lo,Copeland01,,,Y,FG,,150,2,0.16,,,0.14,0.02,50,0.07,N,"4/50 UNRIPE, 7/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,RM,,7.4,low,white,6,5,58,Re,JackieOtt7,,,Y,FP,,140,2,0.13,,,0.32,0.05,50,0.12,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,7,1,2,Re,AAFC05,,,Y,FP,,170,5,0.85,,,1.05,0.02,50,0.08,N,"0/50 UNRIPE, 1/50 HERBIVORIZED",
BoiseLow,,,,,,7.4,low,white,7,2,101,Re,Shriver01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,7,3,70,Lo,Porensky12,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,7.4,low,white,7,4,33,Re,Chambers05,,,Y,FP,,135,4,0.16,,,0.4,0.09,50,0.13,N,7/50 UNRIPE,
BoiseLow,5/27/2022,,,RM,,7.4,low,white,7,5,59,Re,Lavin01,,,Y,FB,,201,7,0.47,,,1.08,0.03,50,0.12,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,8,1,96,Re,Chynoweth02,,,Y,FP,,80,2,0.08,,,0.05,0.01,26,0.04,N,0/26 UNRIPE,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,8,2,77,Re,Pyle010,,,Y,FG,,130,3,0.19,,,0.18,0.02,50,0.06,N,8/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,8,3,17,Re,Adler17,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,8,4,24,Re,Blumenthal08,,,Y,FG,,200,6,1.01,,,1.05,0.02,50,0.08,N,"1/50 UNRIPE, 1/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,TK,,7.4,low,white,8,5,14,Re,Adler13,,,Y,FG,,110,2,0.07,,,0.08,0.02,50,0.06,N,7/50 UNRIPE,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,9,1,61,Re,Lee1,,,Y,FG,,105,1,0.05,,,0.04,0.01,17,0.03,N,0/17 UNRIPE,
BoiseLow,,,,,,7.4,low,white,9,2,73,Re,Pyke8,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,9,3,92,Re,Symstad4,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,9,4,82,Re,Pyle019,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,9,5,18,Re,Adler18,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,10,1,62,Re,Lee2,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,10,2,87,Re,Schupp04,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,10,3,35,Re,Chambers07,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,10,4,88,Re,Schupp05,,,Y,FG,,145,,,,,,,,,,THERE WAS NO SAMPLE IN THE ENVELOPE,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,10,5,49,Re,Getts3,,,Y,FB,,155,4,0.47,,,0.97,0.08,50,0.15,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,11,1,16,Re,Adler16,,,Y,FG,,135,4,0.18,,,0.17,0.02,50,0.07,N,8/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,11,2,102,Re,Shriver02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,11,3,6,Re,AAFC09,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,11,4,21,Re,Baughman2,,,Y,FG,,180,5,0.55,,,0.36,0.02,50,0.09,N,0/50 UNRIPE,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,11,5,28,Re,Bradford01,,,Y,FG_FP,,145,6,0.42,,,0.34,0.007,50,0.05,N,"18/50 unripe, 1/50 herbivorized",
BoiseLow,6/3/2022,,,LB,,7.4,low,white,12,1,25,Re,Symstad6,,,Y,FG,,110,1,0.05,,,0.04,0.002,33,0.03,N,"10/33 unripe, 6/33 herbivorized",
BoiseLow,,,,,,7.4,low,white,12,2,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,12,3,72,Re,Pyke3,,,Y,FG,,150,4,0.25,,,0.25,0.008,50,0.06,N,16/50 unripe,
BoiseLow,,,,,,7.4,low,white,12,4,150,Lo,Mancillas01,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,12,5,39,Re,Copeland05,,,Y,FG_FB,,170,3,0.26,,,0.35,0.01,50,0.05,N,12/50 unripe,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,13,1,58,Re,JackieOtt7,,,Y,FG,,160,3,0.22,,,0.16,0.009,50,0.05,N,"11/50 unripe, 6/50 herbivorized",
BoiseLow,,,,,,7.4,low,white,13,2,26,Re,Chynoweth01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,13,3,74,Re,Pyke21,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,13,4,84,Re,Reed03,,,Y,FG,,150,3,0.28,,,0.29,0.01,50,0.04,N,20/50 unripe,
BoiseLow,6/3/2022,,,TK,,7.4,low,white,13,5,7,Re,AAFC10,,,Y,FG,,180,3,0.3,,,0.33,0.02,50,0.08,N,0/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,14,1,32,Re,Chambers04,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,14,2,12,Re,Schupp02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,14,3,8,Re,Blumenthal01,,,,,,,,,,,,,,,,,
BoiseLow,,,,TK,,7.4,low,white,14,4,53,Re,Hufft2,,,,,,,,,,,,,,,,,
BoiseLow,5/26/2022,,,TK,,7.4,low,white,14,5,95,Lo,Wilcox02,,,Y,FP_FG_BS,,165,4,0.17,,,0.3,0.02,50,0.08,N,1/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,15,1,98,Re,Chynoweth05,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,15,2,42,Lo,Downs01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,15,3,81,Re,Pyle017,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,15,4,83,Re,Reed01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,15,5,51,Re,Holdrege1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,16,1,20,Re,Baughman3,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,16,2,60,Re,Lavin02,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,16,3,13,Re,Schupp01,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,16,4,3,Re,AAFC06,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,16,5,86,Lo,Schupp03,,,Y,FG,,100,1,0.08,,,0.02,0.002,24,0.02,N,"11/24 unripe, 6/24 herbivorized",
BoiseLow,,,,,,7.4,low,white,17,1,71,Re,Porensky30,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,LB,,7.4,low,white,17,2,48,Re,Getts1,,,Y,FG_FP,,120,4,0.14,,,0.23,0.02,50,0.08,N,7/50 unripe,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,17,3,57,Re,JackieOtt6,,,Y,FG,,70,1,0.07,,,0.06,0.006,50,0.05,N,"13/50 unripe, 4/50 herbivorized",
BoiseLow,,,,,,7.4,low,white,17,4,43,Re,Downs02,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,17,5,68,Re,Porensky1,,,Y,FG,,50,1,0.07,,,0.004,0.001,7,0.003,N,"0/7 unripe, 7/7 herbivorized",
BoiseLow,,,,,,7.4,low,white,18,1,103,Re,Davies03,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,18,2,79,Re,Pyle015,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,18,3,104,Re,Germino BOP 01,,,Y,FP,,50,1,0.01,,,0.01,0.003,6,0.01,N,0/6 UNRIPE,
BoiseLow,,,,,,7.4,low,white,18,4,31,Re,Urza1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,18,5,105,Lo,Blumenthal10,,,Y,FG,,100,3,0.25,,,0.19,0.02,50,0.08,N,"2/50 UNRIPE, 1/50 HERBIVORIZED",
BoiseLow,6/3/2022,,,LB,,7.4,low,white,19,1,37,Re,Chambers09,,,Y,FG_FP,,110,2,0.12,,,0.17,0.02,50,0.07,N,7/50 unripe,
BoiseLow,,,,,,7.4,low,white,19,2,66,Re,Maron1,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,LB,,7.4,low,white,19,3,12,Re,Schupp02,,,Y,FG,,80,1,0.03,,,0.05,0.007,37,0.04,N,"9/37 unripe, 3/37 herbivorized",
BoiseLow,6/3/2022,,,LB,,7.4,low,white,19,4,69,Re,Porensky17,,,Y,FG,,110,2,0.15,,,0.12,0.02,50,0.04,N,"14/50 unripe, 2/50 herbivorized",
BoiseLow,6/3/2022,,,RM,,7.4,low,white,19,5,54,Re,JackieOtt1,,,Y,FB,,60,1,0.02,,,0.01,0.004,9,0.01,N,"0/9 UNRIPE, 2/9 HERBIVORIZED",
BoiseLow,6/2/2022,,,RM,,7.4,low,white,20,1,56,Re,JackieOtt5,,,Y,FG,,120,1,0.08,,,0.1,0.01,50,0.07,N,0/50 UNRIPE,
BoiseLow,,,,,,7.4,low,white,20,2,52,Re,Hufft1,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,20,3,99,Re,Chynoweth07,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,7.4,low,white,20,4,44,Re,Downs03,,,,,,,,,,,,,,,,,
BoiseLow,6/3/2022,,,RM,,7.4,low,white,20,5,76,Re,Pyle009,,,Y,FG,,120,1,0.08,,,0.06,0.01,23,0.05,N,0/23 UNRIPE,
BoiseLow,,,,,,8.1,high,white,1,1,92,Re,Symstad4,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,8.1,high,white,1,2,81,Re,Pyle017,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,8.1,high,white,1,3,54,Re,JackieOtt1,,,,,,,,,,,,,,,,,
BoiseLow,5/18/2022,,,RM,,8.1,high,white,1,4,27,Re,Board1,,,Y,FP,,,1,0.1,,,0.13,0.04,50,0.08,N,0/50 UNRIPE,
BoiseLow,5/27/2022,,,LB,,8.1,high,white,1,5,71,Re,Porensky30,,,Y,FB,,170,1,0.1,,,0.13,0.02,50,0.1,N,0/50 unripe,
BoiseLow,,,,,,8.1,high,white,1,6,43,Re,Downs02,,,,,,,,,,,,,,,,,
BoiseLow,6/2/2022,,,LB,,8.1,high,white,1,7,38,Lo,Copeland01,,,Y,FB,,160,3,0.09,,,0.08,0.01,48,0.07,N,"0/48 unripe, 10/48 herbivorized, infloresence herbivorized on 2 tillers",
BoiseLow,5/27/2022,,,RM,,8.1,high,white,1,8,30,Re,Chambers02,,,Y,FG,,145,1,0.06,,,0.07,0.02,31,0.05,N,"0/31 UNRIPE, 1/31 HERBIVORIZED",
BoiseLow,,,,,,8.1,high,white,1,9,79,Re,Pyle015,,,,,,,,,,,,,,,,,
BoiseLow,,,,,,8.1,high,white,1,10,74,Re,Pyke21,,,,,,,,,,,,,,,,,
BoiseLow,5/27/2022,,,RM,,8.1,high,white,2,1,91,Re,Symstad3,,,Y,FP,,153,4,0.2,,,0.47,0.08,50,0.15,N,0/50 UNRIPE,
BoiseLow,,,,,,8.1,high,white,2,2,87,Lo,Schupp04,,,,,,,,,,,,,,,,,
