SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (cm),Notes,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,4.8,Erodium cicutarium,65,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,4.8,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Soil,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Litter,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Alyssum alyssoides,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.0,Lithophragma parviflorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Microsteris gracilis,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Myosotis stricta,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.2,Lithophragma parviflorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Soil,3,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Myosotis stricta,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Arenaria serpyllifolia,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.4,Alyssum alyssoides,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.6,Soil,85,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.6,Litter,3,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.6,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,5.6,Myosotis stricta,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Litter,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Myosotis stricta,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Alyssum alyssoides,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.0,Medicago lupulina,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Tragopogon dubius,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Microsteris gracilis,45,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.2,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Microsteris gracilis,50,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Myosotis stricta,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.4,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Erodium cicutarium,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Microsteris gracilis,50,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.6,Alyssum alyssoides,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Erodium cicutarium,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Microsteris gracilis,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,6.8,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Litter,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Microsteris gracilis,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Myosotis stricta,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Arenaria serpyllifolia,30,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.0,Alyssum alyssoides,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Myosotis stricta,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.2,Buglossoides arvensis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Bromus tectorum,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Tragopogon dubius,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Alyssum alyssoides,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.4,Buglossoides arvensis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Soil,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Buglossoides arvensis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.6,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Litter,45,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,7.8,Buglossoides arvensis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Litter,45,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Tragopogon dubius,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.0,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Litter,45,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.2,Lithophragma parviflorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.4,Lupinus sericeus,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.8,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.8,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.8,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.8,Myosotis stricta,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,8.8,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Soil,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Arenaria serpyllifolia,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.0,Camelina microcarpa,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Soil,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Bromus tectorum,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.2,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.4,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.4,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.4,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.4,Erodium cicutarium,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.4,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Litter,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Erodium cicutarium,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Arenaria serpyllifolia,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.6,Alyssum alyssoides,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,E,control,9.8,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Litter,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Erodium cicutarium,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.2,Taraxacum officinale,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Rock,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Bromus tectorum,75,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Erodium cicutarium,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.4,Arenaria serpyllifolia,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Tragopogon dubius,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,0.6,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Soil,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Bromus tectorum,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Arenaria serpyllifolia,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.0,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.2,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Rock,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Erodium cicutarium,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.4,Astragalus americanus,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Litter,55,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.6,Lupinus sericeus,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Bromus tectorum,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Erodium cicutarium,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Arenaria serpyllifolia,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,1.8,Lupinus sericeus,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.0,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Litter,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Myosotis stricta,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Collinsia parviflora,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.2,Lupinus sericeus,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Tragopogon dubius,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Alyssum alyssoides,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Lithophragma parviflorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.4,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Litter,30,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Tragopogon dubius,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.6,Lupinus sericeus,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Soil,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Rock,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Tragopogon dubius,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Alyssum alyssoides,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,2.8,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Soil,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Litter,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Microsteris gracilis,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Myosotis stricta,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.0,Poa sandbergii,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Litter,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Rock,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Myosotis stricta,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.6,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Soil,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Litter,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Bromus tectorum,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Arenaria serpyllifolia,40,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Alyssum alyssoides,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,3.8,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Litter,0,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Bromus tectorum,0,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Tragopogon dubius,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Myosotis stricta,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Arenaria serpyllifolia,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.0,Lupinus sericeus,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.6,Litter,50,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.6,Tragopogon dubius,30,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.6,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.6,Lithophragma parviflorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.6,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.8,Litter,50,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.8,Bromus tectorum,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.8,Arenaria serpyllifolia,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,4.8,Alyssum alyssoides,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Soil,2,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Litter,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Rock,25,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Arenaria serpyllifolia,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Poa sandbergii,15,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.2,Astragalus americanus,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Soil,20,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Litter,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Bromus tectorum,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Arenaria serpyllifolia,30,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Alyssum alyssoides,10,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Collinsia parviflora,5,,,,,,,,,,,,,,,,,,,,
EnsingS4,N,control,5.4,Poa sandbergii,5,,,,,,,,,,,,,,,,,,,,
