SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y or No),BRTE neighbors ,Emergence census 2 date,Emerged (Y or No),Final census date,Seeds (Y or No),Seeds produced,Total plant dry mass (g),Litter depth,Notes (Herbivore damage? Disease?),
PMR- Brome,W,Removal,6.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,5.7,,
PMR- Brome,W,Removal,6.4,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,5.5,,
PMR- Brome,W,Removal,6.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,5.8,,
PMR- Brome,W,Removal,6.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,6.7,,
PMR- Brome,W,Removal,7,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,6.1,,
PMR- Pine,ND,Removal,2.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.002,0.0,Unsure if seeds were ever produced,
PMR- Pine,ND,Removal,2.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,,0,0.6,,
PMR- Pine,ND,Removal,2.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,,0,1.5,,
PMR- Pine,ND,Removal,2.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,,0,1.8,,
PMR- Pine,ND,Removal,3,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.6,,
PMR- Pine,ND,Removal,3.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,43,0.026,0.8,,
PMR- Pine,ND,Removal,3.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.0,,
PMR- Pine,ND,Removal,3.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.068,0.8,,
PMR- Pine,ND,Removal,3.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.3,,
PMR- Pine,ND,Removal,4,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,N,0,0.019,1.5,Unsure if seeds were ever produced,
PMR- Pine,ND,Removal,4.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,19,0.032,0.5,,
PMR- Pine,ND,Removal,4.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,22,0.075,0.5,seed drop; 2 empty glumes,
PMR- Pine,ND,Removal,4.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,19,0.027,0.3,,
PMR- Pine,ND,Removal,4.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.003,3.5,,
PMR- Pine,ND,Removal,5,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.002,0.2,,
PMR- Pine,ND,Removal,5.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,20,0.055,0.1,,
PMR- Pine,ND,Removal,5.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.027,0.0,,
PMR- Pine,ND,Removal,5.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,26,0.048,1.0,4 empty glumes,
PMR- Pine,ND,Removal,5.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.6,Toothpick broken,
PMR- Pine,ND,Removal,6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.3,,
PMR- Pine,ND,Removal,6.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,6.7,Pinecone,
PMR- Pine,ND,Removal,6.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,19,0.052,0.3,,
PMR- Pine,ND,Removal,6.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,150,0.078,0.4,,
PMR- Pine,ND,Removal,6.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,68,0.0202,0.3,Reweighed ripe seed mass >0.01. Originally recorded as 0.039,
PMR- Pine,ND,Removal,7,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.8,,
PMR- Pine,ND,Control,0.2,9/29/2020,5/20/2021,,,NA,N,7/7/2021,N,0,0,0.0,Added 5 extra at the beginning due to overlap with W control transect; it appears that these were not always tracked,
PMR- Pine,ND,Control,0.4,9/29/2020,5/20/2021,,,NA,N,7/7/2021,N,0,0,0.0,Added 5 extra at the beginning due to overlap with W control transect; it appears that these were not always tracked,
PMR- Pine,ND,Control,0.6,9/29/2020,5/20/2021,,,NA,N,7/7/2021,N,0,0,0.5,Added 5 extra at the beginning due to overlap with W control transect; it appears that these were not always tracked,
PMR- Pine,ND,Control,0.8,9/29/2020,5/20/2021,,,NA,N,7/7/2021,N,0,0,0.3,Added 5 extra at the beginning due to overlap with W control transect; it appears that these were not always tracked,
PMR- Pine,ND,Control,1,9/29/2020,5/20/2021,,,NA,N,7/7/2021,N,0,0,0.0,Added 5 extra at the beginning due to overlap with W control transect; it appears that these were not always tracked,
PMR- Pine,NU,Control,0.2,9/29/2020,5/20/2021,Y,,NA,Y,7/7/2021,N,0,0.038,0.0,Moss; seed drop; 0 empty glumes,
PMR- Pine,NU,Control,0.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.5,,
PMR- Pine,NU,Control,0.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.2,,
PMR- Pine,NU,Control,0.8,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.0,,
PMR- Pine,NU,Control,1,9/29/2020,5/20/2021,missing,2,NA,,,,,,0.8,disturbed,
PMR- Pine,NU,Control,1.2,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.5,,
PMR- Pine,NU,Control,1.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,67,0.035,1.4,,
PMR- Pine,NU,Control,1.6,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,1.2,,
PMR- Pine,NU,Control,1.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,2.5,rodent tunnel ,
PMR- Pine,NU,Control,2,9/29/2020,5/20/2021,N,0,NA,Y,7/7/2021,Y,8,0.004,0.0,,
PMR- Pine,NU,Control,2.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.5,,
PMR- Pine,NU,Control,2.4,9/29/2020,5/20/2021,N,1,NA,N,7/7/2021,N,0,0,0.7,,
PMR- Pine,NU,Control,2.6,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,1.0,,
PMR- Pine,NU,Control,2.8,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,5,0.002,2.6,,
PMR- Pine,NU,Control,3,9/29/2020,5/20/2021,N,0,NA,Y,7/7/2021,Y,10,0.002,2.2,,
PMR- Pine,NU,Control,3.2,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,4.8,Pinecone,
PMR- Pine,NU,Control,3.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,63,0.03,1.0,,
PMR- Pine,NU,Control,3.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,11,0.02,2.0,seed drop; 11 empty glumes,
PMR- Pine,NU,Control,3.8,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,10,0.007,1.4,,
PMR- Pine,NU,Control,4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,3,0.006,2.0,seed drop; 1 empty glume,
PMR- Pine,NU,Control,4.2,9/29/2020,5/20/2021,Y,3,NA,Y,7/7/2021,Y,29,0.011,2.5,,
PMR- Pine,NU,Control,4.4,9/29/2020,5/20/2021,N,1,NA,N,7/7/2021,N,0,0,0.4,,
PMR- Pine,NU,Control,4.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,2,0.013,1.8,seed drop; 4 empty glumes,
PMR- Pine,NU,Control,4.8,9/29/2020,5/20/2021,N,4,NA,N,7/7/2021,N,0,0,3.0,Pinecone,
PMR- Pine,NU,Control,5,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.0,,
PMR- Pine,NU,Control,5.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,70,0.035,0.6,,
PMR- Pine,NU,Control,5.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,93,0.029,0.0,,
PMR- Pine,NU,Control,5.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,30,0.012,0.7,,
PMR- Pine,NU,Control,5.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,10,0.007,0.0,seed drop; 1 empty glume,
PMR- Pine,NU,Control,6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,10,0.005,1.3,in a deer hoof hole,
PMR- Pine,NU,Control,6.2,9/29/2020,5/20/2021,N,1,NA,N,7/7/2021,N,0,0,0.0,,
PMR- Pine,NU,Control,6.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,5,0.004,1.4,,
PMR- Pine,NU,Control,6.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.9,,
PMR- Pine,NU,Control,6.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,131,0.0725,1.3,,
PMR- Pine,NU,Control,7,9/29/2020,5/20/2021,Y,4,NA,Y,7/7/2021,Y,10,0.005,3.3,,
PMR- Pine,NU,Control,7.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,49,0.02,2.0,stick,
PMR- Pine,NU,Control,7.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.4,,
PMR- Pine,NU,Control,7.6,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,2.4,,
PMR- Pine,NU,Control,7.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.6,,
PMR- Pine,NU,Control,8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,65,0.029,0.0,seed drop; 1 empty glume,
PMR- Pine,NU,Control,8.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,4,0.009,0.0,moss; seed drop; 3 empty glumes,
PMR- Pine,NU,Control,8.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,7,0.003,0.0,moss; seed drop; 1 empty glume,
PMR- Pine,NU,Control,8.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.004,0.0,seed drop; 2 empty glumes,
PMR- Pine,NU,Control,8.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.002,0.0,in base of tree trunk,
PMR- Pine,NU,Control,9,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.0,moss,
PMR- Pine,NU,Control,9.2,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.0,,
PMR- Pine,NU,Control,9.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.0,,
PMR- Pine,NU,Control,9.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.0002,3.2,pinecone,
PMR- Pine,NU,Control,9.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.004,0.4,seed drop; 2 empty glumes,
PMR- Pine,NU,Control,10,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,16,0.009,0.1,,
PMR- Pine,S,Removal,2.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,193,0.213,0.6,Reweighed unripe seed mass >0.01. Originally recorded as 0.0152. Reweighed plant mass: 0.204,
PMR- Pine,S,Removal,2.4,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,N,0,0.021,1.7,seed drop; 0 empty glumes,
PMR- Pine,S,Removal,2.6,9/29/2020,5/20/2021,N,2,NA,N,7/7/2021,N,0,0,0.8,,
PMR- Pine,S,Removal,2.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,54,0.03,0.6,,
PMR- Pine,S,Removal,3,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,432,0.212,1.2,"Reweighed ripe seed mass: 0.1223, reweighed plant mass: 0.207",
PMR- Pine,S,Removal,3.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,249,0.108,0.6,"Reweighed ripe seed mass: 0.1497, unripe seed mass: .0104, reweighed plant mass: 0.103",
PMR- Pine,S,Removal,3.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,115,0.059,0.0,,
PMR- Pine,S,Removal,3.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,427,0.226,1.6,"Reweighed ripe seed mass: 0.1973, reweighed unripe seed mass: 0.0203, reweighed plant mass: 0.219",
PMR- Pine,S,Removal,3.8,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,89,0.083,1.0,,
PMR- Pine,S,Removal,4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.0014,0.5,,
PMR- Pine,S,Removal,4.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,13,0.012,2.3,,
PMR- Pine,S,Removal,4.4,9/29/2020,5/20/2021,N,3,NA,N,7/7/2021,N,0,0,1.8,,
PMR- Pine,S,Removal,4.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,72,0.059,2.0,,
PMR- Pine,S,Removal,4.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,86,0.037,6.5,,
PMR- Pine,S,Removal,5,9/29/2020,5/20/2021,Y,2,NA,Y,7/7/2021,Y,100,0.131,4.5,Reweighed plant mass: 0.128; seed drop; 6 empty glumes,
PMR- Pine,S,Removal,5.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.5,,
PMR- Pine,S,Removal,5.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,121,0.245,0.5,Reweighed plant mass: 0.239,
PMR- Pine,S,Removal,5.6,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,14,0.025,0.0,,
PMR- Pine,S,Removal,5.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,396,0.513,0.0,Reweighed ripe seed mass: 0.2529. Reweighed unripe seed mass: 0.0163. Reweighed plant mass: 0.508,
PMR- Pine,S,Removal,6,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,92,0.214,0.9,"Reweighed ripe seed mass: 0.0482, reweighed plant mass: 0.209",
PMR- Pine,S,Removal,6.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,2.4,,
PMR- Pine,S,Removal,6.4,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.0,,
PMR- Pine,S,Removal,6.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,929,0.542,0.0,"Reweighed ripe seed mass: 0.6113, reweighed unripe seed mass: 0.048, reweighed plant mass: 0.534",
PMR- Pine,S,Removal,6.8,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,1346,0.644,0.0,"Reweighed ripe seed mass: 0.4217, reweighed unripe seed mass: 0.0332, reweighed plant mass: 0.629",
PMR- Pine,S,Removal,7,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.7,,
PMR- Pine,W,Control,0.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.0,Moved due to tree root,
PMR- Pine,W,Control,0.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,77,0.051,0.3,,
PMR- Pine,W,Control,0.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.2,,
PMR- Pine,W,Control,0.8,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.9,,
PMR- Pine,W,Control,1,9/29/2020,5/20/2021,missing,0,NA,,,,,,0.9,disturbed,
PMR- Pine,W,Control,1.2,9/29/2020,5/20/2021,missing,0,NA,,,,,,0.1,disturbed,
PMR- Pine,W,Control,1.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,N,0,0.0055,2.0,,
PMR- Pine,W,Control,1.8,9/29/2020,5/20/2021,N,0,NA,Y,7/7/2021,N,0,0.0051,1.5,,
PMR- Pine,W,Control,1.8,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,3.0,,
PMR- Pine,W,Control,2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.7,,
PMR- Pine,W,Control,2.2,9/29/2020,5/20/2021,Y,1,NA,Y,7/7/2021,Y,20,0.013,0.5,,
PMR- Pine,W,Control,2.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,26,0.006,3.0,,
PMR- Pine,W,Control,2.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,111,0.042,1.8,seed drop; 3 empty glumes,
PMR- Pine,W,Control,2.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.005,4.1,seed drop; 0 empty glumes,
PMR- Pine,W,Control,3,9/29/2020,5/20/2021,missing,0,NA,,,,,,0.3,toothpick laying on ground,
PMR- Pine,W,Control,3.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.007,0.5,seed drop; 2 empty glumes,
PMR- Pine,W,Control,3.4,9/29/2020,5/20/2021,missing,0,NA,,,,,,0.5,,
PMR- Pine,W,Control,3.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,13,0.006,0.6,,
PMR- Pine,W,Control,3.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.002,0.0,,
PMR- Pine,W,Control,4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,10,0.004,0.0,,
PMR- Pine,W,Control,4.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,96,0.046,0.6,,
PMR- Pine,W,Control,4.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.0,Mouse tunnels,
PMR- Pine,W,Control,4.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.0,Mouse tunnels,
PMR- Pine,W,Control,4.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,0.7,Mouse tunnels,
PMR- Pine,W,Control,5,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,2,0.003,2.8,seed drop; 0 empty glumes,
PMR- Pine,W,Control,5.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,14,0.014,1.6,part of toothpick broken off,
PMR- Pine,W,Control,5.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,2.9,,
PMR- Pine,W,Control,5.6,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,3.0,,
PMR- Pine,W,Control,5.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,3,0.01,1.1,seed drop; 2 empty glumes,
PMR- Pine,W,Control,6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,2.0,toothpick dug up and broken ,
PMR- Pine,W,Control,6.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,14,0.026,0.9,,
PMR- Pine,W,Control,6.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,4,0.015,1.6,seed drop; 2 empty glumes,
PMR- Pine,W,Control,6.6,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,3.0,,
PMR- Pine,W,Control,6.8,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.5,,
PMR- Pine,W,Control,7,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,16,0.018,2.5,,
PMR- Pine,W,Control,7.2,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,3.1,,
PMR- Pine,W,Control,7.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,14,0.023,3.2,,
PMR- Pine,W,Control,7.6,9/29/2020,5/20/2021,missing,0,NA,,,,,,3.0,,
PMR- Pine,W,Control,7.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,39,0.019,0.6,,
PMR- Pine,W,Control,8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,24,0.016,0.1,,
PMR- Pine,W,Control,8.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,5,0.005,1.6,,
PMR- Pine,W,Control,8.4,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,9,0.006,0.7,,
PMR- Pine,W,Control,8.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,3,0.005,0.0,Moss; 2 empty glumes,
PMR- Pine,W,Control,8.8,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.013,0.2,seed drop; 0 empty glumes,
PMR- Pine,W,Control,9,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.5,,
PMR- Pine,W,Removal,9.2,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.002,2.4,"Affected by dead zone, toothpick sunk in ground; seed drop; 0 empty glumes",
PMR- Pine,W,Removal,9.4,9/29/2020,5/20/2021,N,0,NA,N,7/7/2021,N,0,0,1.7,Affected by dead zone,
PMR- Pine,W,Removal,9.6,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.004,0.0,"Affected by dead zone, inside decomposing stump; seed drop; 0 empty glumes",
PMR- Pine,W,Removal,9.8,9/29/2020,5/20/2021,Y,0,NA,N,7/7/2021,N,0,0,0.0,Affected by dead zone,
PMR- Pine,W,Removal,10,9/29/2020,5/20/2021,Y,0,NA,Y,7/7/2021,Y,0,0.003,0.7,Affected by dead zone; seed drop; 0 empty glumes,
